WorkClass;Occupation;Education;Sexe;Race;Age;Relationship;Marital_satus;Native_Country;Hours_per_week;Salary
 Private; Craft-repair; 7th-8th; Male; White;35; Husband; Married-civ-spouse; Puerto-Rico;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;26; Husband; Married-civ-spouse; United-States;60; <=50K
 Federal-gov; Adm-clerical; HS-grad; Female; White;40; Unmarried; Divorced; United-States;22; <=50K
 Private; Craft-repair; HS-grad; Male; White;51; Husband; Married-civ-spouse; United-States;40; <=50K
 Self-emp-not-inc; Craft-repair; HS-grad; Male; White;35; Husband; Married-civ-spouse; United-States;60; >50K
 State-gov; Handlers-cleaners; Some-college; Male; White;21; Own-child; Never-married; United-States;40; <=50K
 Private; Craft-repair; 12th; Male; Black;33; Own-child; Never-married; United-States;40; <=50K
 Private; Handlers-cleaners; HS-grad; Male; White;32; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Adm-clerical; Bachelors; Male; White;27; Not-in-family; Never-married; Poland;40; <=50K
 Federal-gov; Protective-serv; Some-college; Male; Black;35; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Sales; 10th; Male; White;51; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Prof-specialty; Prof-school; Female; White;33; Not-in-family; Never-married; United-States;50; >50K
 Local-gov; Farming-fishing; Some-college; Male; White;29; Not-in-family; Never-married; United-States;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;22; Not-in-family; Never-married; United-States;40; <=50K
 Private; Prof-specialty; Bachelors; Female; White;29; Not-in-family; Never-married; United-States;45; <=50K
 Self-emp-not-inc; Prof-specialty; Prof-school; Male; White;44; Husband; Married-civ-spouse; United-States;32; >50K
 Private; Craft-repair; HS-grad; Male; White;32; Not-in-family; Never-married; United-States;40; <=50K
 Private; Exec-managerial; Bachelors; Male; Black;33; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Craft-repair; HS-grad; Male; White;37; Husband; Married-civ-spouse; United-States;70; <=50K
 Private; Transport-moving; 10th; Male; White;44; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Exec-managerial; Some-college; Female; White;21; Not-in-family; Never-married; United-States;40; <=50K
 Local-gov; Protective-serv; Assoc-voc; Male; White;33; Not-in-family; Never-married; United-States;56; <=50K
 Local-gov; Adm-clerical; HS-grad; Female; White;66; Unmarried; Widowed; United-States;35; >50K
 Private; Other-service; 7th-8th; Female; White;22; Unmarried; Never-married; Mexico;40; <=50K
 Private; Craft-repair; 10th; Male; White;22; Own-child; Never-married; United-States;15; <=50K
 Private; Sales; Assoc-voc; Female; White;36; Unmarried; Divorced; United-States;40; <=50K
 Self-emp-inc; Sales; HS-grad; Male; White;19; Own-child; Never-married; United-States;40; <=50K
 Local-gov; Adm-clerical; Some-college; Male; Black;28; Other-relative; Never-married; Haiti;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;36; Husband; Married-civ-spouse; United-States;44; <=50K
 Private; Transport-moving; HS-grad; Male; Black;45; Husband; Married-civ-spouse; United-States;24; <=50K
 Private; Sales; 12th; Male; White;24; Other-relative; Never-married; United-States;55; <=50K
 Private; Other-service; HS-grad; Male; White;18; Own-child; Never-married; United-States;35; <=50K
 Federal-gov; Craft-repair; 11th; Female; Black;58; Not-in-family; Divorced; United-States;40; >50K
 Private; Prof-specialty; Assoc-voc; Female; White;34; Unmarried; Never-married; Germany;40; <=50K
 Private; Adm-clerical; 11th; Female; White;17; Own-child; Never-married; United-States;32; <=50K
 Private; Adm-clerical; Some-college; Female; White;19; Not-in-family; Never-married; United-States;40; <=50K
 Private; Adm-clerical; Some-college; Female; White;21; Own-child; Never-married; United-States;12; <=50K
 State-gov; Craft-repair; Assoc-voc; Male; Black;56; Husband; Married-civ-spouse; United-States;60; >50K
 Private; Adm-clerical; Bachelors; Male; White;40; Not-in-family; Never-married; United-States;40; <=50K
 Self-emp-inc; Craft-repair; Bachelors; Male; White;40; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Exec-managerial; Bachelors; Female; White;32; Wife; Married-civ-spouse; United-States;40; >50K
 Private; Prof-specialty; Bachelors; Male; White;32; Own-child; Never-married; United-States;40; <=50K
 Private; Machine-op-inspct; HS-grad; Male; White;38; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Other-service; HS-grad; Female; White;60; Unmarried; Divorced; United-States;38; <=50K
 Private; Adm-clerical; HS-grad; Female; White;55; Unmarried; Divorced; United-States;40; <=50K
 Private; Adm-clerical; Some-college; Male; Black;23; Own-child; Never-married; United-States;20; <=50K
 Private; Craft-repair; 10th; Male; White;33; Not-in-family; Divorced; England;35; <=50K
 Private; Adm-clerical; Assoc-acdm; Female; White;24; Wife; Married-civ-spouse; United-States;40; <=50K
 Private; Other-service; Some-college; Female; White;39; Not-in-family; Divorced; United-States;20; <=50K
 Local-gov; Prof-specialty; Masters; Female; White;54; Not-in-family; Divorced; United-States;40; <=50K
 Self-emp-inc; Sales; Some-college; Female; White;51; Not-in-family; Separated; United-States;40; <=50K
 Private; Farming-fishing; 9th; Male; White;23; Unmarried; Never-married; United-States;70; <=50K
 Private; Transport-moving; Some-college; Male; White;36; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Transport-moving; Assoc-acdm; Male; White;36; Not-in-family; Never-married; Iran;55; <=50K
 Private; Adm-clerical; Some-college; Female; White;46; Unmarried; Divorced; United-States;40; <=50K
 Private; Craft-repair; HS-grad; Male; Black;27; Unmarried; Separated; United-States;40; <=50K
 Private; Craft-repair; HS-grad; Male; Black;32; Unmarried; Separated; United-States;40; <=50K
 Private; Adm-clerical; Some-college; Female; White;47; Other-relative; Divorced; United-States;40; <=50K
 Private; Prof-specialty; Bachelors; Male; White;34; Husband; Married-civ-spouse; Iran;40; >50K
 Private; Tech-support; Assoc-acdm; Female; White;42; Unmarried; Widowed; United-States;24; <=50K
 Private; Machine-op-inspct; 11th; Male; White;19; Own-child; Never-married; United-States;40; <=50K
 Local-gov; Exec-managerial; HS-grad; Male; Black;36; Not-in-family; Separated; United-States;40; <=50K
 Self-emp-inc; Craft-repair; Assoc-voc; Male; White;64; Husband; Married-civ-spouse; United-States;10; <=50K
 Private; Craft-repair; 10th; Male; White;37; Own-child; Never-married; United-States;35; <=50K
 Local-gov; Prof-specialty; Masters; Female; White;46; Unmarried; Divorced; United-States;43; <=50K
 Private; Other-service; 10th; Female; White;17; Own-child; Never-married; United-States;12; <=50K
 Private; Other-service; Assoc-voc; Male; White;47; Not-in-family; Never-married; United-States;40; <=50K
 Private; Priv-house-serv; HS-grad; Female; White;18; Not-in-family; Married-civ-spouse; United-States;40; <=50K
 Self-emp-inc; Farming-fishing; HS-grad; Male; White;32; Husband; Married-civ-spouse; United-States;55; >50K
 Private; Machine-op-inspct; HS-grad; Male; White;35; Own-child; Never-married; United-States;40; <=50K
 Self-emp-not-inc; Prof-specialty; Prof-school; Female; White;40; Wife; Married-civ-spouse; United-States;40; >50K
 Self-emp-not-inc; Prof-specialty; Masters; Male; White;31; Not-in-family; Never-married; England;45; <=50K
 Private; Prof-specialty; Prof-school; Male; White;31; Husband; Married-civ-spouse; United-States;60; >50K
 Private; Protective-serv; HS-grad; Female; White;70; Not-in-family; Divorced; United-States;32; <=50K
 Self-emp-not-inc; Craft-repair; HS-grad; Male; White;35; Other-relative; Married-civ-spouse; Ireland;35; <=50K
 Private; Sales; Bachelors; Male; White;57; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Tech-support; Bachelors; Male; White;30; Not-in-family; Never-married; Hungary;60; <=50K
 Private; Exec-managerial; Bachelors; Male; Asian-Pac-Islander;23; Own-child; Never-married; United-States;40; <=50K
 Private; Handlers-cleaners; HS-grad; Male; Black;38; Not-in-family; Never-married; United-States;40; <=50K
 State-gov; Prof-specialty; Bachelors; Male; White;43; Husband; Married-civ-spouse; United-States;50; <=50K
 Private; Machine-op-inspct; Preschool; Male; White;52; Husband; Married-civ-spouse; El-Salvador;40; <=50K
 Self-emp-not-inc; Exec-managerial; Bachelors; Female; White;45; Not-in-family; Never-married; United-States;40; <=50K
 Self-emp-inc; Prof-specialty; Prof-school; Male; White;63; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Machine-op-inspct; HS-grad; Female; White;43; Not-in-family; Divorced; United-States;24; <=50K
 Private; Craft-repair; HS-grad; Male; White;52; Husband; Married-civ-spouse; United-States;40; >50K
 Local-gov; Prof-specialty; HS-grad; Female; Black;34; Unmarried; Never-married; United-States;35; <=50K
 Private; Other-service; 7th-8th; Male; White;31; Husband; Married-civ-spouse; Mexico;40; <=50K
 Private; Exec-managerial; Bachelors; Male; White;27; Husband; Married-civ-spouse; Dominican-Republic;40; <=50K
 Private; Adm-clerical; Some-college; Female; Black;27; Unmarried; Divorced; United-States;40; <=50K
 Private; Farming-fishing; 12th; Male; Black;31; Not-in-family; Never-married; United-States;60; <=50K
 Local-gov; Prof-specialty; Some-college; Male; White;46; Husband; Married-civ-spouse; United-States;24; <=50K
 Self-emp-not-inc; Transport-moving; 11th; Male; White;23; Husband; Married-civ-spouse; United-States;60; >50K
 Private; Sales; Bachelors; Male; White;54; Husband; Married-civ-spouse; United-States;40; >50K
 Self-emp-not-inc; Sales; HS-grad; Male; White;53; Husband; Married-civ-spouse; United-States;70; <=50K
 Private; Craft-repair; Some-college; Male; White;38; Not-in-family; Divorced; United-States;40; <=50K
 Private; Adm-clerical; Some-college; Female; Black;46; Unmarried; Divorced; Trinadad&Tobago;35; <=50K
 Private; Machine-op-inspct; 9th; Female; White;59; Unmarried; Separated; Mexico;40; <=50K
 Private; Machine-op-inspct; HS-grad; Male; White;31; Husband; Married-civ-spouse; United-States;40; <=50K
 Local-gov; Prof-specialty; Bachelors; Male; White;61; Husband; Married-civ-spouse; United-States;42; <=50K
 Private; Machine-op-inspct; HS-grad; Male; White;31; Husband; Married-civ-spouse; United-States;55; <=50K
 Private; Transport-moving; 11th; Male; White;46; Own-child; Never-married; United-States;30; <=50K
 Private; Sales; Some-college; Female; White;20; Own-child; Never-married; United-States;18; <=50K
 Local-gov; Exec-managerial; Prof-school; Male; White;42; Husband; Married-civ-spouse; United-States;55; >50K
 State-gov; Craft-repair; Bachelors; Male; White;64; Husband; Married-civ-spouse; United-States;45; >50K
 Private; Craft-repair; HS-grad; Male; White;27; Husband; Married-civ-spouse; United-States;50; <=50K
 Private; Transport-moving; HS-grad; Male; White;54; Husband; Married-civ-spouse; United-States;70; <=50K
 Private; Exec-managerial; Assoc-acdm; Female; White;36; Wife; Married-civ-spouse; United-States;50; >50K
 Private; Sales; Assoc-acdm; Male; White;25; Not-in-family; Never-married; United-States;48; <=50K
 Local-gov; Farming-fishing; HS-grad; Male; Black;43; Unmarried; Married-spouse-absent; United-States;40; <=50K
 Private; Adm-clerical; HS-grad; Female; White;23; Own-child; Never-married; United-States;16; <=50K
 Private; Sales; Bachelors; Male; White;23; Own-child; Never-married; United-States;20; <=50K
 Private; Other-service; HS-grad; Male; White;32; Own-child; Divorced; United-States;40; <=50K
 Self-emp-not-inc; Farming-fishing; 7th-8th; Male; White;38; Husband; Married-civ-spouse; United-States;56; <=50K
 Private; Farming-fishing; 10th; Male; White;17; Own-child; Never-married; United-States;20; <=50K
 Private; Handlers-cleaners; Some-college; Male; White;20; Own-child; Never-married; United-States;20; <=50K
 Private; Other-service; Some-college; Female; White;63; Not-in-family; Divorced; United-States;40; <=50K
 Private; Craft-repair; Bachelors; Male; White;38; Not-in-family; Separated; United-States;40; <=50K
 Local-gov; Prof-specialty; Bachelors; Female; White;46; Wife; Married-civ-spouse; United-States;70; <=50K
 Self-emp-inc; Sales; Some-college; Male; White;43; Husband; Married-civ-spouse; United-States;55; >50K
 Federal-gov; Prof-specialty; Doctorate; Female; White;34; Not-in-family; Never-married; United-States;99; <=50K
 Private; Sales; HS-grad; Female; White;22; Unmarried; Never-married; United-States;40; <=50K
 Private; Handlers-cleaners; HS-grad; Male; Black;42; Husband; Married-civ-spouse; United-States;40; <=50K
 State-gov; Protective-serv; Some-college; Male; Black;35; Not-in-family; Never-married; United-States;40; <=50K
 Private; Other-service; HS-grad; Male; Black;31; Own-child; Never-married; United-States;40; <=50K
 Private; Other-service; HS-grad; Female; Black;51; Not-in-family; Separated; United-States;37; <=50K
 Private; Machine-op-inspct; 7th-8th; Male; White;61; Not-in-family; Married-spouse-absent; Guatemala;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;60; Husband; Married-civ-spouse; United-States;35; <=50K
 Private; Prof-specialty; Bachelors; Male; White;36; Husband; Married-civ-spouse; United-States;40; >50K
 State-gov; Adm-clerical; HS-grad; Female; White;55; Not-in-family; Divorced; United-States;40; <=50K
 Private; Sales; 9th; Female; White;48; Not-in-family; Divorced; United-States;40; <=50K
 Private; Protective-serv; Bachelors; Male; White;40; Not-in-family; Divorced; United-States;45; <=50K
 Private; Other-service; 11th; Female; White;17; Own-child; Never-married; United-States;20; <=50K
 Private; Machine-op-inspct; 10th; Male; Black;39; Not-in-family; Widowed; United-States;40; <=50K
 Federal-gov; Tech-support; HS-grad; Male; White;60; Husband; Married-civ-spouse; United-States;40; >50K
 Federal-gov; Prof-specialty; Assoc-voc; Female; White;40; Wife; Married-civ-spouse; United-States;65; >50K
 Private; Tech-support; Assoc-acdm; Male; Black;50; Husband; Married-civ-spouse; United-States;40; <=50K
 Self-emp-inc; Exec-managerial; Assoc-voc; Male; White;51; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Exec-managerial; Bachelors; Female; Asian-Pac-Islander;26; Not-in-family; Never-married; Poland;40; <=50K
 Local-gov; Prof-specialty; Bachelors; Female; White;47; Not-in-family; Never-married; United-States;50; >50K
 Private; Exec-managerial; Bachelors; Male; White;61; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Machine-op-inspct; Some-college; Male; White;44; Unmarried; Divorced; United-States;58; >50K
 Private; Adm-clerical; Some-college; Female; White;28; Own-child; Never-married; United-States;26; <=50K
 Private; Tech-support; Some-college; Female; White;24; Not-in-family; Never-married; United-States;37; <=50K
 Private; Other-service; 7th-8th; Male; White;46; Own-child; Never-married; United-States;52; <=50K
 Federal-gov; Sales; Bachelors; Male; White;56; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Machine-op-inspct; Some-college; Male; White;39; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Sales; HS-grad; Female; White;40; Not-in-family; Divorced; United-States;40; <=50K
